Class,Message
spam,You have been selected for a cash prize of $614. Respond with 'YES' to claim.
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/1410
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
spam,You have been selected for a cash prize of $2076. Respond with 'YES' to claim.
spam,Your account has been compromised! Reset your password here: bit.ly/4163
spam,Limited time offer! Get 46% off on all products. Use code SPAM54 at checkout.
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,Later i guess. I needa do mcat study too.
ham,You flippin your shit yet?
spam,Claim your exclusive reward by clicking here: bit.ly/1854. Act fast!
ham,Lol your always so convincing.
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,I have printed it oh. So  &lt;#&gt;  come upstairs
ham,Super da:)good replacement for murali
ham,When did you get to the library
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/2239
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,When can ü come out?
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
ham,You stayin out of trouble stranger!!saw Dave the other day he’s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!
ham,"Princess, is your kitty shaved or natural?"
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/4198
spam,Limited time offer! Get 61% off on all products. Use code SPAM96 at checkout.
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,Hey. You got any mail?
ham,So that means you still think of teju
ham,Ok...
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
ham,Leave it de:-). Start Prepare for next:-)..
ham,"Haha awesome, omw back now then"
ham,I hope you know I'm still mad at you.
spam,Your account has been compromised! Reset your password here: bit.ly/3352
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/7236
spam,"""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50"""
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/1748
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
ham,"Yo, you around? Just got my car back"
ham,"Me also da, i feel yesterday night  wait til 2day night dear."
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/3514
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,"Ok, be careful ! Don't text and drive !"
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
ham,Jay says that you're a double-faggot
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/7629
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,Do u noe wat time e place dat sells 4d closes?
ham,Horrible bf... I now v hungry...
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
spam,Your account has been compromised! Reset your password here: bit.ly/8499
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
spam,New job alert! Earn $2042/day from home. No experience needed. Apply now!
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/6806
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
ham,If he started searching he will get job in few days.he have great potential and talent.
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
ham,I accidentally deleted the message. Resend please.
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/6291
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/9838
spam,2/2 146tf150p
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,All will come alive.better correct any good looking figure there itself..
ham,Cant think of anyone with * spare room off * top of my head
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
spam,New job alert! Earn $4160/day from home. No experience needed. Apply now!
ham,K go and sleep well. Take rest:-).
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
ham,"Sorry my roommates took forever, it ok if I come by now?"
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,No shoot me. I'm in the docs waiting room. :/
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Ryder unsold.now gibbs.
spam,Your account has been compromised! Reset your password here: bit.ly/7330
ham,Mmm thats better now i got a roast down me! i’d b better if i had a few drinks down me 2! Good indian?
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham,K..k..any special today?
ham,"Haha awesome, be there in a minute"
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/3367
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,R u over scratching it?
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,Ill be there on  &lt;#&gt;  ok.
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
ham,I am in a marriage function
ham,"I shall book chez jules for half eight, if that's ok with you?"
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,Are you wet right now?
ham,Have you finished work yet? :)
spam,Limited time offer! Get 29% off on all products. Use code SPAM29 at checkout.
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
spam,You have been selected for a cash prize of $2234. Respond with 'YES' to claim.
ham,Now? I'm going out 4 dinner soon..
ham,"Come round, it's ."
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
